;ID;~ID;NAME;~NAME;IBLOCK_ID;~IBLOCK_ID;PROPERTY_NAME_EN_VALUE;~PROPERTY_NAME_EN_VALUE;PROPERTY_NAME_EN_VALUE_ID;~PROPERTY_NAME_EN_VALUE_ID;PROPERTY_COLOR_VALUE;~PROPERTY_COLOR_VALUE;PROPERTY_COLOR_ENUM_ID;~PROPERTY_COLOR_ENUM_ID;PROPERTY_COLOR_VALUE_ID;~PROPERTY_COLOR_VALUE_ID;CODE;~CODE;PROPERTY_ICON_VALUE;~PROPERTY_ICON_VALUE;PROPERTY_ICON_VALUE_ID;~PROPERTY_ICON_VALUE_ID;PROPERTY_PLACES_VALUE;~PROPERTY_PLACES_VALUE;PROPERTY_PLACES_VALUE_ID;~PROPERTY_PLACES_VALUE_ID;PROPERTY_EVENTS_VALUE;~PROPERTY_EVENTS_VALUE;PROPERTY_EVENTS_VALUE_ID;~PROPERTY_EVENTS_VALUE_ID;SORT;~SORT;PREVIEW_TEXT;DETAIL_TEXT;PROPERTY_ZOOM_VALUE;~PROPERTY_ZOOM_VALUE;PROPERTY_ZOOM_VALUE_ID;~PROPERTY_ZOOM_VALUE_ID
18;3032;3032;Прокат;Прокат;13;13;Hire;Hire;3032:215;3032:215;Желтый;Желтый;60;60;3032:284;3032:284;hire;hire;13741;13741;3032:168;3032:168;48;48;3032:128;3032:128;3;3;13802:124;13802:124;600;600;;;11.авг;11.авг;3032:178;3032:178
19;3032;3032;Прокат;Прокат;13;13;Hire;Hire;3032:215;3032:215;Желтый;Желтый;60;60;3032:284;3032:284;hire;hire;13741;13741;3032:168;3032:168;48;48;3032:128;3032:128;3;3;13802:124;13802:124;600;600;;;11.авг;11.авг;3032:178;3032:178
20;3032;3032;Прокат;Прокат;13;13;Hire;Hire;3032:215;3032:215;Желтый;Желтый;60;60;3032:284;3032:284;hire;hire;13741;13741;3032:168;3032:168;48;48;3032:128;3032:128;3;3;13802:124;13802:124;600;600;;;11.авг;11.авг;3032:178;3032:178
21;3032;3032;Прокат;Прокат;13;13;Hire;Hire;3032:215;3032:215;Желтый;Желтый;60;60;3032:284;3032:284;hire;hire;13741;13741;3032:168;3032:168;48;48;3032:128;3032:128;3;3;13802:124;13802:124;600;600;;;11.авг;11.авг;3032:178;3032:178
22;3032;3032;Прокат;Прокат;13;13;Hire;Hire;3032:215;3032:215;Желтый;Желтый;60;60;3032:284;3032:284;hire;hire;13741;13741;3032:168;3032:168;48;48;3032:128;3032:128;3;3;13802:124;13802:124;600;600;;;11.авг;11.авг;3032:178;3032:178
23;3032;3032;Прокат;Прокат;13;13;Hire;Hire;3032:215;3032:215;Желтый;Желтый;60;60;3032:284;3032:284;hire;hire;13741;13741;3032:168;3032:168;48;48;3032:128;3032:128;3;3;13802:124;13802:124;600;600;;;11.авг;11.авг;3032:178;3032:178
24;3032;3032;Прокат;Прокат;13;13;Hire;Hire;3032:215;3032:215;Желтый;Желтый;60;60;3032:284;3032:284;hire;hire;13741;13741;3032:168;3032:168;48;48;3032:128;3032:128;3;3;13802:124;13802:124;600;600;;;11.авг;11.авг;3032:178;3032:178
25;3032;3032;Прокат;Прокат;13;13;Hire;Hire;3032:215;3032:215;Желтый;Желтый;60;60;3032:284;3032:284;hire;hire;13741;13741;3032:168;3032:168;48;48;3032:128;3032:128;3;3;13802:124;13802:124;600;600;;;11.авг;11.авг;3032:178;3032:178
26;3032;3032;Прокат;Прокат;13;13;Hire;Hire;3032:215;3032:215;Желтый;Желтый;60;60;3032:284;3032:284;hire;hire;13741;13741;3032:168;3032:168;48;48;3032:128;3032:128;3;3;13802:124;13802:124;600;600;;;11.авг;11.авг;3032:178;3032:178
27;3032;3032;Прокат;Прокат;13;13;Hire;Hire;3032:215;3032:215;Желтый;Желтый;60;60;3032:284;3032:284;hire;hire;13741;13741;3032:168;3032:168;48;48;3032:128;3032:128;3;3;13802:124;13802:124;600;600;;;11.авг;11.авг;3032:178;3032:178
28;3032;3032;Прокат;Прокат;13;13;Hire;Hire;3032:215;3032:215;Желтый;Желтый;60;60;3032:284;3032:284;hire;hire;13741;13741;3032:168;3032:168;48;48;3032:128;3032:128;3;3;13802:124;13802:124;600;600;;;11.авг;11.авг;3032:178;3032:178
29;3032;3032;Прокат;Прокат;13;13;Hire;Hire;3032:215;3032:215;Желтый;Желтый;60;60;3032:284;3032:284;hire;hire;13741;13741;3032:168;3032:168;48;48;3032:128;3032:128;3;3;13802:124;13802:124;600;600;;;11.авг;11.авг;3032:178;3032:178
30;3032;3032;Прокат;Прокат;13;13;Hire;Hire;3032:215;3032:215;Желтый;Желтый;60;60;3032:284;3032:284;hire;hire;13741;13741;3032:168;3032:168;48;48;3032:128;3032:128;3;3;13802:124;13802:124;600;600;;;11.авг;11.авг;3032:178;3032:178
31;3032;3032;Прокат;Прокат;13;13;Hire;Hire;3032:215;3032:215;Желтый;Желтый;60;60;3032:284;3032:284;hire;hire;13741;13741;3032:168;3032:168;48;48;3032:128;3032:128;3;3;13802:124;13802:124;600;600;;;11.авг;11.авг;3032:178;3032:178
32;3032;3032;Прокат;Прокат;13;13;Hire;Hire;3032:215;3032:215;Желтый;Желтый;60;60;3032:284;3032:284;hire;hire;13741;13741;3032:168;3032:168;48;48;3032:128;3032:128;3;3;13802:124;13802:124;600;600;;;11.авг;11.авг;3032:178;3032:178
33;3032;3032;Прокат;Прокат;13;13;Hire;Hire;3032:215;3032:215;Желтый;Желтый;60;60;3032:284;3032:284;hire;hire;13741;13741;3032:168;3032:168;48;48;3032:128;3032:128;3;3;13802:124;13802:124;600;600;;;11.авг;11.авг;3032:178;3032:178
34;3032;3032;Прокат;Прокат;13;13;Hire;Hire;3032:215;3032:215;Желтый;Желтый;60;60;3032:284;3032:284;hire;hire;13741;13741;3032:168;3032:168;48;48;3032:128;3032:128;3;3;13802:124;13802:124;600;600;;;11.авг;11.авг;3032:178;3032:178
35;3032;3032;Прокат;Прокат;13;13;Hire;Hire;3032:215;3032:215;Желтый;Желтый;60;60;3032:284;3032:284;hire;hire;13741;13741;3032:168;3032:168;48;48;3032:128;3032:128;3;3;13802:124;13802:124;600;600;;;11.авг;11.авг;3032:178;3032:178
36;3032;3032;Прокат;Прокат;13;13;Hire;Hire;3032:215;3032:215;Желтый;Желтый;60;60;3032:284;3032:284;hire;hire;13741;13741;3032:168;3032:168;48;48;3032:128;3032:128;3;3;13802:124;13802:124;600;600;;;11.авг;11.авг;3032:178;3032:178
37;3032;3032;Прокат;Прокат;13;13;Hire;Hire;3032:215;3032:215;Желтый;Желтый;60;60;3032:284;3032:284;hire;hire;13741;13741;3032:168;3032:168;48;48;3032:128;3032:128;3;3;13802:124;13802:124;600;600;;;11.авг;11.авг;3032:178;3032:178
